player_id,Appearances,Assists,Big Chances Created,Big Chances Missed,Clean Sheets,Goals,Goals Conceded,Goals Per Match,Losses,Own Goals,Penalties Scored,Position,Red Cards,Team,Wins,Yellow Cards,player_id
3766,102,11,15,5,0,21,0,0,47,0,3,Midfielder,0,AFC Bournemouth,26,6,3766
11134,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Huddersfield Town,0,0,11134
3457,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Brighton and Hove Albion,0,0,3457
4779,55,0,0,0,10,1,86,0,28,1,0,Goalkeeper,0,Everton,14,2,4779
8168,36,3,2,0,0,0,0,36,14,0,0,Midfielder,0,Brighton and Hove Albion,9,6,8168
14572,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Coventry City,0,0,14572
10482,1,0,0,0,0,0,0,0,0,0,0,Defender,0,Crewe Alexandra,1,0,10482
8045,108,1,3,0,22,8,183,0,47,2,0,Defender,0,AFC Bournemouth,33,15,8045
14657,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,14657
13329,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Colchester United,0,0,13329
4505,122,0,5,0,31,1,129,0,32,0,0,Defender,0,Manchester City,59,6,4505
3154,200,20,22,57,0,74,0,0,53,0,2,Forward,1,West Bromwich Albion,97,8,3154
2338,121,9,2,4,0,6,0,0,59,0,0,Midfielder,1,AFC Bournemouth,30,8,2338
5428,14,0,0,0,4,0,18,0,7,0,0,Defender,0,Brighton and Hove Albion,3,0,5428
15685,4,0,0,1,0,0,0,4,4,0,0,Forward,0,Crystal Palace,0,0,15685
10498,134,27,37,17,0,20,0,0,49,0,4,Forward,0,Ajax,48,12,10498
15322,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Grasshoppers Zürich,0,0,15322
4815,27,1,1,0,7,0,23,0,7,0,0,Defender,0,Southampton,11,1,4815
8143,50,0,1,0,12,0,41,0,18,0,0,Defender,0,Burnley,22,6,8143
40320,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Brighton and Hove Albion,0,0,40320
14658,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Fulham U21,0,0,14658
8451,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Leicester City,0,0,8451
14667,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Fulham,0,0,14667
10609,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Brighton and Hove Albion U21,0,0,10609
14778,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Manchester City,0,0,14778
3517,216,5,6,0,46,10,278,0,94,0,0,Defender,2,Crystal Palace,71,35,3517
9134,6,0,1,0,0,0,0,6,4,0,0,Forward,0,Nottingham Forest,1,1,9134
13281,1,0,0,0,0,0,1,0,0,0,0,Defender,0,Hull City,0,0,13281
23033,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Arsenal,0,0,23033
13549,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Manchester City,0,0,13549
12114,14,0,2,2,0,5,0,0,6,0,0,Forward,0,Everton,4,0,12114
13235,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Rotherham United,0,0,13235
3724,147,16,32,6,0,14,0,0,61,0,1,Midfielder,0,Crystal Palace,55,13,3724
2835,97,4,5,0,8,1,119,0,50,0,0,Defender,1,Nottingham Forest,21,8,2835
3905,80,15,22,0,20,1,81,0,26,0,0,Defender,0,Tottenham Hotspur,35,5,3905
13559,5,0,0,0,1,0,4,0,2,0,0,Defender,0,Aston Villa,2,0,13559
8174,96,5,8,17,0,19,0,0,33,0,3,Forward,0,Leicester City,36,3,8174
15011,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Southampton,0,0,15011
3362,126,10,13,0,21,14,193,0,60,1,0,Defender,0,Crystal Palace,34,16,3362
5140,81,0,8,0,25,4,87,0,26,0,0,Defender,1,Liverpool,34,6,5140
10964,33,0,1,1,0,3,0,0,15,0,1,Midfielder,1,Huddersfield Town,8,3,10964
8979,142,20,30,43,0,62,0,0,52,0,10,Forward,2,Leicester City,54,15,8979
4666,187,3,6,0,63,4,191,0,39,2,0,Defender,0,Tottenham Hotspur,106,31,4666
20109,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Southampton,0,0,20109
25312,12,0,2,0,0,0,0,12,5,0,0,Forward,0,Everton,3,0,25312
4007,93,4,4,6,0,14,0,0,44,0,2,Forward,0,Burnley,25,4,4007
4398,100,0,0,0,31,0,128,0,37,0,0,Goalkeeper,1,Tottenham Hotspur,32,5,4398
2839,284,46,51,65,0,68,0,0,69,0,0,Forward,0,Everton,152,8,2839
3955,230,24,23,0,72,5,228,0,40,2,0,Defender,1,Manchester City,134,37,3955
13815,3,2,2,0,1,0,4,0,0,0,0,Defender,0,Tottenham Hotspur,3,0,13815
15119,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Portsmouth,0,0,15119
2047,233,19,22,38,0,43,0,0,91,0,11,Forward,1,Burnley,77,26,2047
14164,7,0,0,0,0,0,0,7,4,0,0,Defender,0,Crystal Palace,2,1,14164
4816,139,3,5,4,0,9,0,0,33,0,0,Midfielder,3,Tottenham Hotspur,75,33,4816
3999,168,5,6,0,27,6,241,0,78,0,0,Defender,1,Burnley,51,15,3999
4617,167,19,25,9,0,10,0,0,60,0,2,Midfielder,1,Southampton,59,15,4617
21702,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,Wolverhampton Wanderers,0,0,21702
3452,198,19,22,47,0,41,0,0,51,0,0,Forward,0,Arsenal,108,13,3452
8889,9,0,0,1,0,0,0,9,8,0,0,Forward,0,Burnley,0,0,8889
4489,152,12,18,2,0,5,0,0,77,0,0,Midfielder,0,Burnley,39,24,4489
15111,0,0,0,0,0,0,0,0,0,0,0,Goalkeeper,0,Tottenham Hotspur U21,0,0,15111
8048,0,0,0,0,0,0,0,0,0,0,0,Midfielder,0,AFC Bournemouth,0,0,8048
4396,108,5,4,11,0,18,0,0,54,0,1,Forward,0,Crystal Palace,26,11,4396
7114,107,16,13,9,0,18,0,0,28,0,1,Midfielder,0,Liverpool,50,4,7114
20479,50,4,1,1,0,2,0,0,19,0,0,Midfielder,2,Leicester City,18,6,20479
4767,12,0,1,0,0,0,0,12,7,0,0,Midfielder,0,Crystal Palace,3,0,4767
4748,166,20,28,9,0,25,0,0,30,0,1,Forward,1,Chelsea,98,15,4748
20929,0,0,0,0,0,0,0,0,0,0,0,Defender,0,Watford,0,0,20929
3547,166,17,31,12,0,8,0,0,45,0,0,Midfielder,2,West Ham United,81,34,3547
8454,61,2,4,10,0,19,0,0,26,0,4,Forward,0,AFC Bournemouth,18,0,8454
7488,37,2,2,0,0,1,0,0,6,0,0,Midfielder,0,Tottenham Hotspur,24,1,7488
3756,34,1,0,5,0,11,0,0,11,0,0,Forward,0,Burnley,12,1,3756
14758,6,0,0,0,0,0,0,6,1,0,0,Forward,0,Liverpool,5,0,14758
4125,6,0,0,0,0,1,0,0,3,0,0,Forward,0,Bristol City,2,0,4125
12136,70,9,6,0,0,3,0,0,20,0,0,Midfielder,2,Arsenal,39,15,12136
6389,0,0,0,0,0,0,0,0,0,0,0,Forward,0,West Ham United,0,0,6389
10522,58,3,5,0,13,0,63,0,25,1,0,Defender,0,Newcastle United,16,7,10522
4605,129,1,1,0,33,6,160,0,50,0,0,Defender,1,Southampton,41,9,4605
3062,327,67,46,0,71,46,338,0,80,0,0,Defender,1,Manchester United,155,57,3062
3654,267,20,27,0,82,9,271,0,66,2,0,Defender,4,West Ham United,144,62,3654
4539,143,16,26,22,0,22,0,0,62,0,0,Forward,0,Crystal Palace,45,20,4539
7103,38,2,1,0,10,0,58,0,19,0,0,Defender,0,Huddersfield Town,9,6,7103
25313,22,1,2,0,3,1,15,0,4,0,0,Defender,0,Chelsea,14,0,25313
3338,43,2,1,2,0,9,0,0,15,0,0,Forward,0,Boca Juniors,13,4,3338
10123,12,1,2,0,2,0,17,0,6,0,0,Defender,1,Watford,4,4,10123
19620,8,0,0,0,0,0,0,8,0,0,0,Midfielder,0,Manchester City,8,1,19620
6627,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Cardiff City,0,0,6627
24638,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Manchester City,0,0,24638
5175,81,2,2,0,18,2,86,0,24,0,0,Defender,0,Chelsea,32,1,5175
6827,0,0,0,0,0,0,0,0,0,0,0,Forward,0,Charlton Athletic,0,0,6827
